id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
7917,,2588,74,5,5,,,94570.75,fecha_formato_invalido
7918,,1932,40,13,4,496.36,"47,69",56873.11,fecha_formato_invalido
7919,,345,59,6,3,,121.33,122640.31,fecha_formato_invalido
7920,,383,59,15,3,,12.65,37082.09,fecha_formato_invalido
7921,,3807,25,9,10,1879.72,108.82,306166.56,fecha_formato_invalido
7922,,2044,44,13,7,1487.05,"162,84",186847.74,fecha_formato_invalido
7923,,1061,15,10,11,,-,,"monto_asegurado_error,fecha_formato_invalido"
7925,,2917,50,1,10,325.29,,6.55436,fecha_formato_invalido
7926,,652,42,4,11,1.83077,382.91,328215.18,fecha_formato_invalido
7927,,2886,65,1,6,1331.94,"138,69",209849.11,fecha_formato_invalido
7928,,1577,5,1,5,1358.97, 226.83 ,222.05549,fecha_formato_invalido
7929,,1089,75,15,3,, 119.76 ,128585.22,fecha_formato_invalido
7930,,2142,32,13,5,1569.14,188.65,125553.37,fecha_formato_invalido
7931,,1431,75,3,5,1.68831,326.14,298169.47,fecha_formato_invalido
7932,,167,54,8,3,,"239,65",79.86958,fecha_formato_invalido
7933,,1225,5,6,6,138.15,"8,64",,"monto_asegurado_error,fecha_formato_invalido"
7934,,2099,14,1,12,1360.11,297.94,,"monto_asegurado_error,fecha_formato_invalido"
7935,,1804,63,7,6,572.46,84.73,66.84055,fecha_formato_invalido
7936,,784,69,11,6,,116.46,,"monto_asegurado_error,fecha_formato_invalido"
7937,,2905,31,7,4,1371.46,,123.15473,fecha_formato_invalido
7938,,1708,28,14,5,,17.94,8907.76,fecha_formato_invalido
7940,,2314,28,15,4,613.82, 102.97 ,,"monto_asegurado_error,fecha_formato_invalido"
7941,,1700,35,10,4,1773.84,,322692.59,fecha_formato_invalido
7943,,2573,21,3,9,,202.99,144559.42,fecha_formato_invalido
7944,,1714,55,3,4,1085.14, 81.83 ,137838.79,fecha_formato_invalido
7945,,492,25,4,8,625.8, 109.07 ,55318.67,fecha_formato_invalido
7946,,2208,2,12,5,359.58, 30.85 ,31110.13,fecha_formato_invalido
7947,,240,35,15,9,460.66, 39.79 ,,"monto_asegurado_error,fecha_formato_invalido"
7950,,68,60,6,6,1251.57,-,42.27222,fecha_formato_invalido
7951,2025-03-19,2738,38,11,9,1.22453,-,,monto_asegurado_error
7953,,494,17,9,3,825.56,170.74,,"monto_asegurado_error,fecha_formato_invalido"
7954,,2430,47,4,2,357.42,51.85,38407.47,fecha_formato_invalido
7955,,2343,23,11,2,, 19.78 ,17.01438,fecha_formato_invalido
7956,,2895,68,9,6,810.51,"168,65",140749.35,fecha_formato_invalido
7959,,1828,33,14,8,55898.0,126.53,75738.56,fecha_formato_invalido
7960,,2710,60,11,5,1829.26,-,199.10966,fecha_formato_invalido
7961,,2431,25,13,2,506.31,30.22,46969.55,fecha_formato_invalido
7962,,2419,64,3,10,,81.75,218568.32,fecha_formato_invalido
7963,,419,58,8,6,,23.39,8.14957,fecha_formato_invalido
7964,,177,1,7,7,1785.44,229.55,229927.33,fecha_formato_invalido
7966,,1658,62,15,4,,35.87,20063.8,fecha_formato_invalido
7967,,61,15,7,1,240.91,55.87,44201.17,fecha_formato_invalido
7968,,2579,14,4,1,580.5,46.86,18312.22,fecha_formato_invalido
7969,,2497,73,10,7,1.80482,-,,"monto_asegurado_error,fecha_formato_invalido"
7970,,720,80,8,2,1575.28,211.10,198853.24,fecha_formato_invalido
7971,,2674,70,15,1,198.59,12.25,6386.7,fecha_formato_invalido
7972,,169,51,15,8,1515.38,138.85,,"monto_asegurado_error,fecha_formato_invalido"
7973,,1411,72,4,8,258.26, 52.24 ,12647.56,fecha_formato_invalido
7974,,3891,49,11,6,1851.0,"150,69",139498.66,fecha_formato_invalido
7975,,429,13,3,7,, 103.68 ,17.59161,fecha_formato_invalido
7976,,1463,60,9,3,,,,"monto_asegurado_error,fecha_formato_invalido"
7977,,1036,7,2,8,1059.06,-,118292.86,fecha_formato_invalido
7978,2025-06-11,1571,56,5,12,,"112,88",,monto_asegurado_error
7979,,431,34,5,10,, 75.48 ,,"monto_asegurado_error,fecha_formato_invalido"
7981,,513,37,4,6,,,86794.3,fecha_formato_invalido
7982,,1040,73,12,6,77.98,,,"monto_asegurado_error,fecha_formato_invalido"
7983,,216,8,12,3,1776.58, 396.12 ,168.03024,fecha_formato_invalido
7985,,411,6,2,9,451.98,-,82584.74,fecha_formato_invalido
7986,,1655,20,14,3,1804.57, 135.89 ,349.92001,fecha_formato_invalido
7987,,1811,32,8,5,1.7539,297.82,266634.76,fecha_formato_invalido
7988,,1279,43,10,11,1043.14,"1,254.39",181992.6,fecha_formato_invalido
7989,,2524,68,9,1,1.26514,"121,21",133872.7,fecha_formato_invalido
7990,,735,22,3,9,1635.36,-,,"monto_asegurado_error,fecha_formato_invalido"
7991,,2172,62,13,8,73607.0,171.63,89432.15,fecha_formato_invalido
7992,,1838,4,15,3,1104.1,87.33,,"monto_asegurado_error,fecha_formato_invalido"
7993,,921,53,15,8,1620.51,,77.83027,fecha_formato_invalido
7994,,1109,23,11,6,588.14,120.96,,"monto_asegurado_error,fecha_formato_invalido"
7995,,216,5,15,2,29725.0,53.86,17080.09,fecha_formato_invalido
7997,,2338,14,1,1,1.18156,86.53,,"monto_asegurado_error,fecha_formato_invalido"
7998,,582,1,3,2,332.76,57.85,36336.79,fecha_formato_invalido
7999,,1319,63,1,2,, 201.40 ,176139.95,fecha_formato_invalido
8000,2025-03-12,1328,25,15,6,98600.0, 153.63 ,,monto_asegurado_error
8001,,1912,28,8,8,1520.73, 104.11 ,159264.71,fecha_formato_invalido
8002,,2179,53,15,12,,"198,26",138514.64,fecha_formato_invalido
8003,,2025,61,2,6,,399.63,,"monto_asegurado_error,fecha_formato_invalido"
8004,,493,37,10,4,1172.83, 202.02 ,196899.77,fecha_formato_invalido
8005,,1267,49,1,12,,21.26,21781.03,fecha_formato_invalido
8007,,1622,73,5,6,1431.05,277.14,260568.76,fecha_formato_invalido
8008,,1159,70,8,7,1.30734,"307,47",,"monto_asegurado_error,fecha_formato_invalido"
8009,,1602,28,15,5,381.82,60.26,31012.99,fecha_formato_invalido
8010,,2898,22,3,1,187.96,39.71,26499.99,fecha_formato_invalido
8011,,369,48,8,11,,15.47,29246.4,fecha_formato_invalido
8012,,2884,43,6,6,, 19.33 ,26.9388,fecha_formato_invalido
8013,,1153,16,15,11,187.48,325.88,36316.48,fecha_formato_invalido
8014,,1128,25,2,4,1273.86,"302,85",136565.47,fecha_formato_invalido
8015,,762,1,10,5,1771.69,"245,41",110953.1,fecha_formato_invalido
8016,,984,58,1,7,1089.85,,,"monto_asegurado_error,fecha_formato_invalido"
8017,,541,69,15,7,,117.83,,"monto_asegurado_error,fecha_formato_invalido"
8018,,969,23,5,2,838.27,162.28,32701.52,fecha_formato_invalido
8020,,2689,27,8,8,164.14, 19.32 ,16134.26,fecha_formato_invalido
8021,,140,40,1,6,289.74, 29.10 ,18600.59,fecha_formato_invalido
8022,,2450,10,4,12,, 25.17 ,33829.38,fecha_formato_invalido
8023,,1539,23,15,1,-241.41,40.25,5778.13,fecha_formato_invalido
8024,,2317,26,12,12,1782.52,,77470.38,fecha_formato_invalido
8027,,1586,24,1,9,1939.88, 480.73 ,54.66045,fecha_formato_invalido
8028,,1651,68,10,12,18972.0,30.59,,"monto_asegurado_error,fecha_formato_invalido"
8029,,921,32,12,1,,82.64,39858.36,fecha_formato_invalido
8030,2025-08-15,464,42,3,12,705.04,106.31,,monto_asegurado_error
8031,,1014,30,7,12,681.95,48.34,87602.98,fecha_formato_invalido
8032,,1446,26,15,2,99784.0,99.85,,"monto_asegurado_error,fecha_formato_invalido"
8033,,1520,74,4,1,132.69,,20435.18,fecha_formato_invalido
8034,,2099,59,5,7,878.65, 194.00 ,,"monto_asegurado_error,fecha_formato_invalido"
8035,,2804,13,8,9,1.27827,"192,36",30546.62,fecha_formato_invalido
8036,,1884,40,13,12,153.21,,,"monto_asegurado_error,fecha_formato_invalido"
8037,,2059,46,4,5,26692.0,21.14,,"monto_asegurado_error,fecha_formato_invalido"
8038,2025-09-28,600,74,6,4,8680.0,"149,45",,monto_asegurado_error
8039,,98,18,7,9,,309.12,,"monto_asegurado_error,fecha_formato_invalido"
8041,,2617,65,12,5,806.22,-,,"monto_asegurado_error,fecha_formato_invalido"
8042,,870,24,14,5,1196.31,,149967.21,fecha_formato_invalido
8043,,2823,68,6,8,1.74304,"410,33",123.54241,fecha_formato_invalido
8044,,578,67,13,9,1954.67,326.51,46920.38,fecha_formato_invalido
8045,,1822,79,5,2,1694.4,157.20,322603.79,fecha_formato_invalido
8046,2025-02-07,677,49,14,12,135.41,8.81,,monto_asegurado_error
8048,,1042,1,2,7,1835.53, 284.89 ,169810.0,fecha_formato_invalido
8050,,2773,21,12,8,1804.48,200.33,,"monto_asegurado_error,fecha_formato_invalido"
8051,,697,76,2,4,262.25,57.07,,"monto_asegurado_error,fecha_formato_invalido"
8052,,2688,29,6,2,,250.51,96848.22,fecha_formato_invalido
8055,,2819,66,11,1,786.79,,150455.98,fecha_formato_invalido
8056,,2319,23,7,10,1843.04,194.61,309474.82,fecha_formato_invalido
8059,,1298,70,7,10,934.84,100.78,119655.01,fecha_formato_invalido
8060,,1355,64,11,6,,52.48,,"monto_asegurado_error,fecha_formato_invalido"
8062,,1885,76,6,9,,,128.88222,fecha_formato_invalido
8063,,209,33,13,4,1176.67,,146325.11,fecha_formato_invalido
8064,,2796,70,12,1,44114.0,"22,07",36.36176,fecha_formato_invalido
8065,,300,51,6,5,1.01137, 75.03 ,75009.2,fecha_formato_invalido
8066,,2030,14,9,1,,,,"monto_asegurado_error,fecha_formato_invalido"
8067,,829,1,13,4,945.62,"120,50",85094.65,fecha_formato_invalido
8069,,452,16,13,5,202.81,"28,07",15034.79,fecha_formato_invalido
8072,,367,57,11,6,,123.76,120960.83,fecha_formato_invalido
8073,,49,10,3,3,553.18,-,85345.42,fecha_formato_invalido
8074,,2014,48,6,8,456.83,"104,45",27818.57,fecha_formato_invalido
8075,,2209,11,5,3,1.61144, 176.63 ,232944.03,fecha_formato_invalido
8076,,142,74,4,7,,"244,25",,"monto_asegurado_error,fecha_formato_invalido"
8077,,1598,37,6,11,48134.0,"104,78",49139.05,fecha_formato_invalido
8078,,755,48,12,1,,-,225.69241,fecha_formato_invalido
8079,,973,27,2,10,,87.71,,"monto_asegurado_error,fecha_formato_invalido"
8080,,1680,12,12,7,1.46856,"302,75",,"monto_asegurado_error,fecha_formato_invalido"
8081,,2854,42,9,8,1528.22,303.81,,"monto_asegurado_error,fecha_formato_invalido"
8082,,725,44,7,2,194.8,-,27090.11,fecha_formato_invalido
8083,,2338,18,14,9,564.96,96.32,39036.31,fecha_formato_invalido
8084,,1115,72,14,11,1469.48,170.74,,"monto_asegurado_error,fecha_formato_invalido"
8085,,1232,68,13,5,865.87,168.07,64.77499,fecha_formato_invalido
8088,,21,78,10,1,253.0,"44,90",32788.74,fecha_formato_invalido
8089,,2318,65,14,11,661.25,118.84,21109.7,fecha_formato_invalido
8090,,321,7,10,1,1826.73, 437.43 ,197.76324,fecha_formato_invalido
8092,,2593,73,15,4,,"65,71",22693.86,fecha_formato_invalido
8093,,261,38,7,12,,,79930.44,fecha_formato_invalido
8094,,35,79,4,12,918.48,130.61,41776.12,fecha_formato_invalido
8095,2025-08-28,2482,75,10,5,604.05, 134.22 ,,monto_asegurado_error
8097,,2416,28,15,6,, 43.41 ,34316.13,fecha_formato_invalido
8099,,547,25,3,7,846.13,92.55,146268.84,fecha_formato_invalido
8100,,2521,12,8,10,1.92625,465.28,225349.96,fecha_formato_invalido
8101,,2449,47,15,2,1084.96,"160,21",,"monto_asegurado_error,fecha_formato_invalido"
8102,,1778,45,14,3,1442.73,"150,45",51570.32,fecha_formato_invalido
8103,,2492,28,1,12,1915.02,250.93,315378.67,fecha_formato_invalido
8104,,1269,45,7,11,1852.7,306.88,328365.26,fecha_formato_invalido
8105,,2422,31,8,12,,"321,15",74942.07,fecha_formato_invalido
8106,,3708,48,4,3,,16.90,9871.47,fecha_formato_invalido
8107,,352,17,5,8,100.24,"20,76",10313.71,fecha_formato_invalido
8108,,1436,76,11,8,,-,,"monto_asegurado_error,fecha_formato_invalido"
8109,,1574,4,15,6,84088.0,"1.051,93",,"monto_asegurado_error,fecha_formato_invalido"
8110,,1742,38,5,7,1659.82,"261,33",,"monto_asegurado_error,fecha_formato_invalido"
8112,,2954,48,5,2,1364.97,"266,89",264.24373,fecha_formato_invalido
8113,,294,10,4,8,1285.2,230.14,238746.17,fecha_formato_invalido
8114,,630,18,12,10,1956.2,367.99,212420.48,fecha_formato_invalido
8117,,653,36,8,5,1449.85,"96,55",122.03237,fecha_formato_invalido
8118,,1255,13,4,10,,122.08,72732.93,fecha_formato_invalido
8120,,2200,70,5,3,247.04, 33.12 ,34935.53,fecha_formato_invalido
8122,,734,57,14,7,1715.56,114.53,251500.64,fecha_formato_invalido
8123,,1625,11,2,9,695.74,"115,65",58809.71,fecha_formato_invalido
8124,,1870,55,3,4,970.82, 65.55 ,188381.95,fecha_formato_invalido
8125,,2407,79,2,11,1576.64,,,"monto_asegurado_error,fecha_formato_invalido"
8127,,1197,70,3,6,1755.3, 114.54 ,177918.81,fecha_formato_invalido
8128,,1313,61,5,9,1038.51,250.16,,"monto_asegurado_error,fecha_formato_invalido"
8130,,2191,27,9,4,1485.3,254.53,114.5008,fecha_formato_invalido
8131,,360,73,8,7,1878.16,442.32,372657.63,fecha_formato_invalido
8132,,1746,22,8,1,289.32,-,46144.03,fecha_formato_invalido
8133,,2701,19,1,4,1524.3,357.91,,"monto_asegurado_error,fecha_formato_invalido"
8134,,2268,63,15,3,,,,"monto_asegurado_error,fecha_formato_invalido"
8135,,952,59,12,7,1961.42, 136.57 ,297474.35,fecha_formato_invalido
8137,,434,60,6,9,688.67, 41.37 ,111049.44,fecha_formato_invalido
8139,,1914,70,1,11,77.1,15.78,5136.56,fecha_formato_invalido
8140,,356,57,4,12,39087.0, 30.65 ,9549.38,fecha_formato_invalido
8141,,1833,11,4,12,713.16, 96.34 ,,"monto_asegurado_error,fecha_formato_invalido"
8142,,2240,26,7,3,976.03,"105,87",34.94033,fecha_formato_invalido
8143,,1137,72,15,5,581.1,136.98,,"monto_asegurado_error,fecha_formato_invalido"
8144,,1004,34,8,5,79285.0,,,"monto_asegurado_error,fecha_formato_invalido"
8145,,1489,35,13,2,374.76,84.55,66.58582,fecha_formato_invalido
8146,,985,51,3,5,1017.18, 58.70 ,101.91293,fecha_formato_invalido
8147,2026-02-17,724,24,8,8,289.95,,,monto_asegurado_error
8148,,1178,53,12,2,1592.23,"204,37",207026.78,fecha_formato_invalido
8149,,130,32,7,10,1296.49,-,214513.87,fecha_formato_invalido
8150,,1549,16,8,7,1904.27,"313,63",82677.73,fecha_formato_invalido
8151,,1273,22,1,3,616.43,"30,94",66750.35,fecha_formato_invalido
8153,,2270,75,4,1,1521.03,"287,96",,"monto_asegurado_error,fecha_formato_invalido"
8155,2025-08-27,1326,11,14,12,644.43,36.01,,monto_asegurado_error
8156,,352,80,6,3,73786.0, 112.50 ,24251.02,fecha_formato_invalido
8157,,2255,41,15,10,1.20618,,63530.91,fecha_formato_invalido
8158,,2757,69,15,11,98220.0, 132.69 ,,"monto_asegurado_error,fecha_formato_invalido"
8159,,2764,22,14,10,,126.51,164964.73,fecha_formato_invalido
8160,,2388,29,1,1,1.19201,113.42,,"monto_asegurado_error,fecha_formato_invalido"
8161,,1898,23,13,4,24043.0,38.81,14884.4,fecha_formato_invalido
8162,,2366,79,9,10,371.96,"81,77",15912.94,fecha_formato_invalido
8163,,2036,67,7,10,996.4, 124.84 ,184.45899,fecha_formato_invalido
8164,,306,78,14,2,749.47,136.92,109868.68,fecha_formato_invalido
8165,,1166,28,2,6,1806.53,168.33,,"monto_asegurado_error,fecha_formato_invalido"
8167,,2081,10,7,4,1206.05,-,,"monto_asegurado_error,fecha_formato_invalido"
8170,,1717,12,10,3,0.0,166.84,66.00202,fecha_formato_invalido
8171,,419,51,8,6,926.54, 95.37 ,22785.44,fecha_formato_invalido
8172,,1997,25,11,9,,,138204.79,fecha_formato_invalido
8173,,694,29,15,4,,305.34,,"monto_asegurado_error,fecha_formato_invalido"
8174,,1026,38,9,8,,63.83,60674.47,fecha_formato_invalido
8175,,1239,11,2,4,227.72,,8573.43,fecha_formato_invalido
8177,,2679,63,5,1,867.69,125.34,,"monto_asegurado_error,fecha_formato_invalido"
8178,,315,11,10,6,1700.6,309.89,123.66396,fecha_formato_invalido
8179,,776,51,13,4,48459.0,"66,82",32215.47,fecha_formato_invalido
8180,,2455,65,7,1,1804.6,339.00,,"monto_asegurado_error,fecha_formato_invalido"
8181,,2286,44,11,11,,"32,23",84392.09,fecha_formato_invalido
8182,2025-07-30,268,12,7,1,833.27,,,monto_asegurado_error
8183,,2064,67,10,4,1711.59, 194.71 ,247519.74,fecha_formato_invalido
8185,,2580,6,14,6,688.09,89.33,106810.7,fecha_formato_invalido
8186,,338,59,9,12,,"390,27",,"monto_asegurado_error,fecha_formato_invalido"
8187,,2299,20,12,4,536.86, 53.25 ,86527.32,fecha_formato_invalido
8188,,2283,44,9,3,1.21339,"233,40",197.46814,fecha_formato_invalido
8189,,850,35,13,3,75.35,14.54,8104.59,fecha_formato_invalido
8190,,1121,33,4,3,37016.0,-,19565.79,fecha_formato_invalido
8192,,323,10,13,4,0.0,114.85,225.7961,fecha_formato_invalido
8193,,282,65,1,8,600.12, 55.85 ,,"monto_asegurado_error,fecha_formato_invalido"
8194,2025-03-17,414,11,10,11,1687.99,85.28,,monto_asegurado_error
8195,,554,67,13,9,1490.37,-,85724.6,fecha_formato_invalido
8196,,303,54,2,11,1.04657, 132.02 ,139307.94,fecha_formato_invalido
8197,,739,21,2,6,1.16829,-,158913.48,fecha_formato_invalido
8198,,1940,7,6,9,, 105.56 ,,"monto_asegurado_error,fecha_formato_invalido"
8199,,1885,8,12,10,1051.42,"169,04",75062.37,fecha_formato_invalido
8200,,1576,50,15,12,589.5, 36.54 ,109783.43,fecha_formato_invalido
8201,,2698,62,1,11,1169.73,213.60,137.30877,fecha_formato_invalido
8203,,2007,63,5,5,1365.17,"221,36",153.41361,fecha_formato_invalido
8204,,1973,32,14,5,1888.78,,,"monto_asegurado_error,fecha_formato_invalido"
8205,,3672,2,4,1,,"41,77",90193.5,fecha_formato_invalido
8206,,716,32,13,11,728.71,,53847.97,fecha_formato_invalido
8207,,1430,39,4,4,1.32867,"313,54",186625.54,fecha_formato_invalido
8208,,1291,22,8,5,892.44,,151.18142,fecha_formato_invalido
8209,,1233,8,9,3,81292.0,"115,03",,"monto_asegurado_error,fecha_formato_invalido"
8210,,609,50,2,9,1933.91,147.34,383322.49,fecha_formato_invalido
8211,,1471,18,10,1,, 81.55 ,125.93142,fecha_formato_invalido
8212,,1692,12,12,2,176.86, 39.36 ,13906.92,fecha_formato_invalido
8213,,1812,21,13,5,713.97,,33434.07,fecha_formato_invalido
8214,2025-12-02,1932,66,10,1,,"45,60",,monto_asegurado_error
8215,,2306,58,3,4,61778.0,74.81,97778.09,fecha_formato_invalido
8216,,14,39,5,10,477.21, 807.84 ,77295.05,fecha_formato_invalido
8217,,296,51,12,7,743.96,,111346.55,fecha_formato_invalido
8219,,2789,22,6,2,699.03,-,74890.43,fecha_formato_invalido
8220,,2717,58,4,5,25438.0, 61.51 ,21304.97,fecha_formato_invalido
8222,,2910,47,7,12,1635.8,132.89,285615.67,fecha_formato_invalido
8223,,1444,40,13,5,1365.54,"298,50",,"monto_asegurado_error,fecha_formato_invalido"
8224,,325,18,8,7,,,70533.55,fecha_formato_invalido
8225,,3625,3,15,8,1073.54,167.57,23953.4,fecha_formato_invalido
8226,,2576,48,13,3,1655.56,"329,48",127.33853,fecha_formato_invalido
8227,,2082,73,1,9,1696.6,"153,90",141.87498,fecha_formato_invalido
8228,,2116,106,14,12,,61.64,59.37056,fecha_formato_invalido
8230,,2670,16,9,7,,,194810.95,fecha_formato_invalido
8231,,2879,36,1,9,1590.25, 266.74 ,290.90613,fecha_formato_invalido
8232,,2740,38,6,2,0.0,257.58,210039.56,fecha_formato_invalido
8234,,1438,75,14,6,798.67,95.54,71269.37,fecha_formato_invalido
8235,,1160,79,13,6,, 9.75 ,10.9281,fecha_formato_invalido
8236,,1055,78,6,5,64.08,11.31,2.61535,fecha_formato_invalido
8238,,1190,27,9,9,, 61.48 ,34864.04,fecha_formato_invalido
8239,,2280,66,7,10,1509.31, 242.31 ,161044.56,fecha_formato_invalido
8240,,1938,46,10,7,,"120,43",73910.33,fecha_formato_invalido
8241,,1725,62,12,11,1645.19,,255434.39,fecha_formato_invalido
8242,,2316,6,1,8,,-,167319.34,fecha_formato_invalido
8244,,978,61,5,6,, 161.76 ,123073.45,fecha_formato_invalido
8245,,1489,72,6,9,,31.70,76.16396,fecha_formato_invalido
8246,,2776,42,1,2,1654.85,302.08,210130.57,fecha_formato_invalido
8247,,1096,48,13,1,, 181.74 ,93775.52,fecha_formato_invalido
8248,,2094,39,5,7,1215.31,238.18,,"monto_asegurado_error,fecha_formato_invalido"
8249,,1824,51,3,7,82.92,17.37,13414.35,fecha_formato_invalido
8250,,417,76,12,11,711.6,134.36,67455.95,fecha_formato_invalido
8251,,1378,8,8,9,1351.99, 176.41 ,127041.74,fecha_formato_invalido
8252,,200,78,15,8,1882.28,"211,42",312666.12,fecha_formato_invalido
8253,,3617,13,9,8,1.67864,203.42,88218.07,fecha_formato_invalido
8255,,1659,47,13,11,246.73, 15.60 ,17.27202,fecha_formato_invalido
8256,,2685,10,1,3,50269.0,,,"monto_asegurado_error,fecha_formato_invalido"
8257,,2388,26,3,4,1378.36,,,"monto_asegurado_error,fecha_formato_invalido"
8258,,1694,33,3,2,1429.34,,127406.94,fecha_formato_invalido
8259,,974,37,5,11,219.64,"14,34",32784.06,fecha_formato_invalido
8261,2025-09-27,320,32,12,6,55.08, 7.74 ,,monto_asegurado_error
8262,,746,13,8,3,,"149,64",177430.51,fecha_formato_invalido
8263,,934,80,6,9,324.64,40.46,25.07807,fecha_formato_invalido
8264,,2468,58,4,1,679.1,106.24,66277.58,fecha_formato_invalido
8266,,2529,33,4,8,101.74,-,3818.66,fecha_formato_invalido
8267,,224,80,9,9,,8.01,9062.39,fecha_formato_invalido
8268,2026-01-18,2766,2,15,1,450.44,767.36,,monto_asegurado_error
8269,,825,40,9,1,96423.0, 154.09 ,,"monto_asegurado_error,fecha_formato_invalido"
8270,,519,58,14,10,,,108974.17,fecha_formato_invalido
8271,,1971,62,3,5,769.67,154.93,99780.93,fecha_formato_invalido
8272,,2536,18,6,4,,,33261.36,fecha_formato_invalido
8273,,346,24,3,5,1746.6,-,207209.98,fecha_formato_invalido
8274,,997,45,13,11,1405.27,301.24,161886.22,fecha_formato_invalido
8275,,1450,32,5,10,,30.96,9.4521,fecha_formato_invalido
8276,,1080,40,6,5,-1315.2,230.15,50.08467,fecha_formato_invalido
8277,,2997,79,1,7,705.69,114.61,,"monto_asegurado_error,fecha_formato_invalido"
8278,,2686,16,3,9,1883.64, 451.71 ,201739.39,fecha_formato_invalido
8279,,366,56,13,9,271.07,,40505.51,fecha_formato_invalido
8281,,391,21,2,7,1064.22,,67.80032,fecha_formato_invalido
8282,,1824,72,12,1,120.59,15.00,11984.02,fecha_formato_invalido
8283,,958,36,3,11,30093.0,71.43,18.79772,fecha_formato_invalido
8284,,405,27,10,4,327.58,19.94,,"monto_asegurado_error,fecha_formato_invalido"
8285,,2064,22,1,1,833.03,-,89784.34,fecha_formato_invalido
8286,,1800,69,11,2,1135.77, 108.77 ,220.08449,fecha_formato_invalido
8287,,2741,46,5,3,1.15505,"130,14",100195.68,fecha_formato_invalido
8288,,224,2,8,10,67385.0,150.12,79717.78,fecha_formato_invalido
8290,,2247,8,10,5,1389.32, 80.95 ,73451.44,fecha_formato_invalido
8291,,190,22,2,8,1.924, 459.25 ,153983.82,fecha_formato_invalido
8292,,878,1,6,1,1428.81, 192.21 ,237.9297,fecha_formato_invalido
8293,,796,21,15,12,74792.0,"171,83",28203.74,fecha_formato_invalido
8294,,2579,76,1,5,793.48, 55.59 ,65.53698,fecha_formato_invalido
8295,,373,68,8,1,118.51, 7.47 ,13868.84,fecha_formato_invalido
8296,,348,45,14,6,813.66, 84.32 ,143484.83,fecha_formato_invalido
8297,,1549,12,14,4,57395.0,124.02,54459.56,fecha_formato_invalido
8298,,10,61,2,4,1.76062,370.65,145576.88,fecha_formato_invalido
8299,,2865,59,1,11,1522.19,226.52,222828.43,fecha_formato_invalido
8300,,1916,51,7,11,874.33,"108,09",25.78595,fecha_formato_invalido
8301,,2958,4,6,10,1226.68,248.96,215897.06,fecha_formato_invalido
8302,,2343,8,4,5,10063.0,10.68,14181.0,fecha_formato_invalido
8303,,1624,24,7,6,-1.95071,"2,655.16",352687.78,fecha_formato_invalido
8304,,1524,17,7,9,1348.33,-,131195.68,fecha_formato_invalido
8306,,1741,67,8,12,335.89,,57712.42,fecha_formato_invalido
8307,,1024,13,3,6,1.07632,,203.05649,fecha_formato_invalido
8308,2025-02-11,1794,18,3,1,525.61,92.71,,monto_asegurado_error
8309,,966,14,13,6,25909.0, 13.60 ,,"monto_asegurado_error,fecha_formato_invalido"
8310,,1601,26,2,6,514.82,,94.03772,fecha_formato_invalido
8311,,2528,51,6,6,557.46,123.30,93874.38,fecha_formato_invalido
8312,,327,76,11,3,907.98,"179,20",129235.21,fecha_formato_invalido
8313,,500,7,8,2,255.04,,,"monto_asegurado_error,fecha_formato_invalido"
8314,,2311,15,9,8,79072.0,-,,"monto_asegurado_error,fecha_formato_invalido"
8315,2025-08-09,963,20,14,4,1415.48,"149,16",,monto_asegurado_error
8316,,767,33,11,3,, 116.34 ,27791.52,fecha_formato_invalido
8317,,1064,75,4,9,,177.37,192434.5,fecha_formato_invalido
8318,,668,61,12,12,,,180793.03,fecha_formato_invalido
8319,,287,65,14,8,884.19, 178.87 ,126253.05,fecha_formato_invalido
8320,,208,37,15,9,584.96,"65,09",39020.5,fecha_formato_invalido
8322,,2247,74,14,12,15272.0,"21,21",,"monto_asegurado_error,fecha_formato_invalido"
8323,,1753,105,1,7,,,,"monto_asegurado_error,fecha_formato_invalido"
8324,,2167,48,13,3,,279.23,,"monto_asegurado_error,fecha_formato_invalido"
8325,,2137,10,13,10,1.36319,"116,07",71518.66,fecha_formato_invalido
8326,,670,22,5,11,76.0,"7,00",,"monto_asegurado_error,fecha_formato_invalido"
8327,,2923,32,5,1,1.9942,296.41,138.52851,fecha_formato_invalido
8328,,2425,77,3,8,1326.4,"219,36",102121.28,fecha_formato_invalido
8329,,518,14,15,4,563.25,95.79,,"monto_asegurado_error,fecha_formato_invalido"
8332,,2726,35,7,10,,193.73,110668.57,fecha_formato_invalido
8333,,2130,27,5,5,92860.0,,164.9073,fecha_formato_invalido
8334,2025-08-03,2627,44,4,2,210.9,23.63,,monto_asegurado_error
8337,,2150,5,12,10,1080.14,-,111220.95,fecha_formato_invalido
8338,,1131,27,6,8,-810.63,,62886.27,fecha_formato_invalido
8339,,1426,37,3,6,,,18835.8,fecha_formato_invalido
8340,,260,8,15,10,715.74,"1.184,74",,"monto_asegurado_error,fecha_formato_invalido"
8341,,2521,79,5,3,1797.79,418.93,,"monto_asegurado_error,fecha_formato_invalido"
8342,,1513,66,2,9,611.84, 128.75 ,112327.13,fecha_formato_invalido
8343,2026-02-16,1154,68,11,11,1706.14,"335,37",,monto_asegurado_error
8344,,759,42,15,9,695.35,"68,32",83.54011,fecha_formato_invalido
