id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
6551,2025-04-14,725,78,12,4,,216.22,45275.35
6553,2025-11-27,1269,23,7,7,956.39,61.44,186.53158
6564,2025-11-10,303,74,8,1,1.61311,-,97705.52
6566,2025-01-28,2010,64,2,9,1994.4,462.19,391198.8
6577,2025-07-20,1845,45,1,4,1.30627,122.84,192.93102
6598,2025-07-01,2628,6,1,12,, 140.01 ,55074.15
6601,2025-09-14,2444,1,12,12,1420.37,188.55,190244.79
6613,2025-10-03,2089,12,10,11,1587.9,146.38,264943.57
6614,2025-01-31,1573,1,7,7,,-,296.91066
6616,2025-05-05,397,52,6,1,897.12,83.89,75687.09
6620,2026-01-08,2477,9,2,10,,226.35,54249.96
6623,2025-04-13,421,29,10,11,17980.0,,7346.06
6625,2025-11-21,498,46,15,5,773.37,"117,22",26638.57
6631,2026-02-07,1543,37,9,11,1236.6, 251.15 ,98830.18
6644,2025-03-12,1256,76,9,6,54.93,"5,45",5742.84
6649,2025-09-22,1012,45,8,4,,"99,64",165.79366
6651,2025-06-21,2965,5,5,12,1695.98,"316,26",247829.98
6660,2025-05-06,2312,51,9,9,586.71, 126.15 ,75805.98
6662,2025-11-08,572,33,5,12,415.9,32.69,60287.5
6664,2025-08-07,1025,66,4,11,101.52,"23,08",2448.35
6669,2026-02-15,1365,1,5,6,,269.22,131.01747
6677,2025-05-22,1011,37,9,1,,"136,69",93124.53
6678,2025-01-04,1475,42,5,11,,26.55,22733.54
6680,2025-02-14,3712,43,12,2,437.99,-,76907.31
6681,2025-01-31,80,18,6,3,1567.0,"353,92",153435.05
6688,2025-12-28,817,62,11,10,1372.71,206.56,180607.22
6692,2025-09-03,107,14,9,11,536.21,,83030.04
6702,2025-11-27,2292,51,13,1,518.49, 33.69 ,48343.22
6704,2025-10-02,490,42,10,10,65813.0,69.61,53122.73
6705,2025-05-22,309,26,5,1,162.27, 28.85 ,6.5579
6709,2025-11-29,68,20,6,2,1342.53,67.21,118.17688
6722,2025-11-26,2271,51,13,2,1580.27,292.22,234.71521
6726,2025-04-23,1360,74,7,2,1869.51,"119,87",156539.12
6729,2026-01-05,1833,73,13,12,1034.11,178.99,118541.57
6735,2025-02-15,1640,53,11,8,53577.0,97.35,23.07327
6739,2025-12-09,1915,43,2,4,1.66794,,57.13545
6758,2025-05-25,1836,73,10,8,412.62,"72,33",22306.08
6759,2025-09-18,2662,67,11,9,,,137463.85
6761,2025-09-20,2845,51,5,1,,,57098.91
6775,2026-02-11,2730,31,11,1,,,17.65063
6777,2025-08-15,2998,65,13,5,1058.56,221.66,95166.92
6780,2025-08-21,1823,59,9,4,0.0, 137.14 ,123543.56
6786,2025-03-09,2134,60,8,9,0.0, 157.00 ,260464.65
6787,2025-01-01,1611,63,15,8,266.17, 20.15 ,7982.96
6810,2025-12-27,892,12,9,2,993.38, 140.30 ,81.0819
6815,2025-06-29,1382,54,11,1,1631.08,332.86,265517.59
6825,2026-01-19,3000,1,8,2,1050.52,175.36,116896.66
6828,2026-01-31,219,53,13,4,1849.16,360.09,363.03758
6840,2025-09-05,842,54,12,11,914.44,76.55,169673.07
6845,2025-06-05,875,42,10,5,, 301.80 ,179585.83
6858,2025-06-11,204,29,14,12,1.80662,,59.60383
6862,2026-01-18,1718,9,1,10,9099.0,"15,82",13628.13
6868,2025-04-15,1273,12,8,7,1401.12,214.77,257281.25
6874,2025-11-20,2988,58,3,3,,283.95,180.58618
6881,2025-04-07,720,51,2,9,1.49266, 314.92 ,43749.56
6882,2025-04-05,1684,14,6,11,82934.0,"130,94",134007.26
6886,2025-09-16,2215,59,13,12,,335.93,137545.04
6887,2025-07-17,2880,37,13,3,-1.98761,-,292045.79
6894,2025-07-30,2273,64,11,4,563.23,118.55,69221.02
6896,2026-01-23,2549,53,3,10,77666.0,"160,33",71858.98
6901,2025-04-22,1520,48,15,4,384.74,24.00,45.8186
6911,2025-02-21,3568,19,5,4,90715.0,122.71,160939.06
6915,2025-07-15,6,54,10,3,320.2,64.03,33943.12
6923,2026-02-05,2615,73,14,1,1.25729, 255.98 ,118398.26
6928,2026-01-04,1001,3,9,8,574.27,-,56.26643
6933,2026-01-16,1563,70,12,2,85373.0,,112351.12
6942,2025-08-30,348,62,1,4,1926.76,,54823.08
6947,2025-05-14,1618,10,5,5,1034.37,183.44,101957.05
6948,2025-05-29,2043,8,15,10,49416.0, 52.56 ,32.94438
6952,2025-10-24,721,43,2,12,185.25,17.31,22145.05
6955,2025-10-18,2922,66,7,1,1286.46,194.71,235899.36
6962,2025-12-21,2082,39,14,8,1240.6, 250.11 ,172069.57
6965,2026-01-15,1680,29,9,2,1.29902,,237.15915
6970,2025-02-02,1657,27,9,9,,299.73,169.96054
6974,2025-12-03,698,37,11,10,132.11,17.81,24600.02
6975,2025-04-01,2161,14,14,10,98.74,,4435.82
6982,2026-02-13,1411,69,1,6,574.8,"44,82",98912.26
6983,2025-05-28,895,34,11,9,,"298,03",248868.98
6994,2025-05-13,2814,45,1,7,1173.0,76.26,219686.54
6999,2025-12-20,2810,47,1,9,172.98,"36,13",16477.58
7003,2025-12-29,1871,48,14,6,1.77995,"144,53",86458.57
7005,2025-01-06,2234,27,13,10,58970.0,,83124.55
7036,2025-09-11,1503,33,12,10,1.36789,163.67,182873.28
7037,2025-04-19,100,3,12,1,1829.07,,143797.53
7042,2025-03-06,1441,55,2,11,497.92,79.48,86679.8
7047,2025-11-22,1692,18,6,6,1133.32,68.24,186876.75
7058,2025-03-16,2963,35,4,2,,146.89,70367.97
7061,2025-04-14,2826,27,7,6,815.73, 196.30 ,65.40252
7062,2025-09-28,1948,55,13,2,27126.0,24.97,23575.9
7070,2025-01-16,2203,57,8,2,1.80024,347.18,142340.74
7073,2025-08-24,1268,21,15,5,1121.98,117.14,201974.8
7079,2025-06-03,1965,3,13,10,1.95309,"291,97",99624.01
7081,2025-01-02,368,55,10,1,1197.77,146.98,50471.5
7087,2026-02-16,1915,65,9,2,795.7,47.07,17598.83
7090,2025-10-14,1483,65,13,7,690.71,60.16,25802.51
7093,2025-07-08,2268,54,14,7,1880.4,"402,17",84.16757
7094,2025-02-03,1204,29,5,10,1230.6,296.51,215018.93
7097,2025-06-23,2418,11,2,10,526.46,64.94,89410.98
7104,2025-02-03,2194,46,3,4,1845.57,98.53,105097.0
7116,2025-10-22,104,62,3,4,56224.0,"98,37",31094.55
7123,2025-08-17,1099,70,7,10,429.79,61.34,57116.17
7132,2026-01-28,418,11,12,7,927.24,"171,51",123.03975
7154,2025-09-28,333,57,9,2,149.85,"25,95",17453.76
7166,2025-07-21,2388,45,4,11,1357.24,253.76,264355.77
7170,2026-01-15,928,5,7,8,, 250.06 ,62669.99
7172,2025-10-24,1425,26,3,5,532.04,,60.48316
7175,2025-04-01,1797,32,3,4,1119.68,"221,68",130255.33
7181,2025-04-12,2203,24,14,4,, 290.62 ,162.13444
7190,2025-11-04,468,58,3,4,1489.43,98.08,82002.22
7191,2025-05-22,2827,32,14,8,11744.0,20.14,19480.85
7194,2025-02-11,1114,38,1,2,984.1,"185,67",135.7409
7210,2025-11-11,534,26,15,10,620.27,52.92,99116.65
7223,2025-06-03,341,48,15,2,,120.46,20052.04
7225,2025-05-26,1519,50,15,2,,,38335.49
7230,2025-11-04,2419,72,1,9,1.54835,,50562.79
7232,2025-10-17,2642,49,15,12,95332.0, 230.48 ,67041.37
7242,2025-05-08,513,16,8,12,981.86,,128289.36
7254,2025-06-06,1257,45,15,12,927.36,"169,58",102217.97
7258,2025-02-05,1063,10,4,6,1786.44, 283.89 ,96533.94
7262,2025-06-06,1649,38,2,7,1216.85, 80.73 ,60288.89
7265,2025-07-16,1439,56,9,8,143.33,8.01,3.07707
7270,2025-06-21,2505,74,15,7,44999.0,63.27,35835.77
7282,2025-06-21,2576,53,2,5,355.64,27.97,35390.77
7284,2025-10-17,116,22,4,5,91309.0,1542.73,24940.49
7288,2025-05-04,2907,63,1,7,1215.92,238.18,103405.56
7298,2026-02-19,1655,5,2,1,1389.75,"165,58",58370.75
7299,2025-10-31,887,5,4,12,528.05, 120.59 ,27.9013
7311,2025-11-15,1767,69,8,1,736.94,-,29.18013
7326,2025-04-15,514,55,11,4,62614.0,,82569.35
7330,2025-12-02,2269,7,15,10,1739.66, 174.33 ,299246.21
7331,2026-01-29,124,19,12,4,0.0,27.23,48649.46
7332,2025-11-02,2655,116,6,5,-414.35, 84.85 ,19.05014
7351,2025-01-04,1033,15,2,3,35319.0,-,34038.28
7362,2026-01-05,2632,40,1,7,349.99,25.52,33400.64
7363,2025-10-03,2185,52,10,9,1024.37, 172.40 ,137558.75
7365,2025-08-24,735,36,8,9,,,226394.2
7366,2025-07-21,1075,57,8,8,1014.8,,67404.91
7377,2025-01-20,2750,60,7,12,1.74456,"166,43",249.2921
7379,2026-02-05,944,49,15,12,470.41,102.07,66697.11
7403,2025-04-27,1959,20,1,1,, 176.64 ,75718.89
7410,2025-04-24,2627,4,15,4,1310.1,210.88,85.06618
7411,2025-09-13,42,74,2,8,770.72,,40.64924
7415,2025-01-23,1131,41,5,12,880.79,105.39,150956.37
7426,2025-01-04,148,24,7,4,1.9791, 373.73 ,375572.14
7429,2025-12-21,248,35,10,1,1.27955,"85,21",106009.5
7431,2025-07-30,1930,45,5,9,384.54, 61.04 ,70618.29
7452,2025-01-21,3663,21,12,7,278.99,25.96,11231.81
7459,2025-08-13,2001,3,5,4,1.47791,"1.816,38",73969.89
7462,2026-01-10,1589,62,11,5,1.10794,187.23,176408.12
7478,2025-12-24,1910,55,15,8,159.96,10.77,11.56657
7480,2025-07-23,824,30,1,7,, 475.75 ,121158.55
7485,2025-05-02,1811,2,4,10,, 81.74 ,37.87903
7486,2025-05-14,2103,47,3,3,1749.98,367.05,153467.71
7488,2025-06-27,828,19,6,12,1585.24,96.60,98141.6
7493,2025-06-04,30,54,1,8,,"289,43",130935.59
7502,2026-02-14,1436,52,8,9,8614.0,6.78,11543.93
7525,2025-12-23,800,34,2,6,388.31,83.90,13031.14
7532,2025-04-22,1185,70,3,8,99834.0,,199108.26
7533,2025-02-22,3730,51,14,4,1054.6, 194.94 ,148781.5
7541,2025-03-05,2937,61,11,3,-915.28, 58.29 ,64910.6
7544,2025-06-30,1281,37,13,4,1414.22,-,279909.02
7557,2025-04-08,1767,25,6,3,854.01,73.88,106881.68
7558,2025-10-14,2895,68,12,10,715.84, 68.54 ,76807.55
7569,2025-01-02,1500,66,12,6,55952.0, 101.06 ,53.82536
7573,2025-06-15,243,56,15,3,974.92, 133.21 ,85994.23
7585,2025-04-18,2402,46,8,7,,"250,54",66737.63
7589,2025-04-23,22,25,10,4,54927.0,124.64,57.21382
7591,2026-02-19,992,48,10,4,1936.71,"115,97",324162.53
7592,2025-05-30,947,35,2,8,270.19,"38,64",47919.14
7607,2025-01-08,1526,61,6,10,,189.53,208.3416
7619,2025-01-07,2390,30,9,4,,,15289.25
7626,2025-08-12,437,13,15,4,,63.39,122.98181
7627,2025-09-03,2501,3,15,11,1487.28,"296,96",278028.61
7629,2025-02-21,1689,50,5,11,,"119,37",243957.98
7631,2025-06-18,1523,29,8,4,640.87,34.42,86414.2
7648,2026-01-03,122,73,3,9,,-,123989.39
7650,2025-05-28,257,25,6,7,1666.76,160.72,304486.77
7664,2025-05-09,109,64,9,9,,-,337859.42
7667,2025-05-21,2925,36,2,3,1704.77,326.48,124814.59
7677,2025-01-13,770,2,6,5,1.58681,351.38,166153.4
7686,2025-02-05,3532,23,3,3,1972.98,319.66,124.24887
7687,2025-05-31,412,23,1,7,,"381,06",97865.47
7698,2025-11-10,632,75,10,6,311.69,18.10,19.40136
7707,2025-11-05,1241,70,14,7,,-,2.19012
7715,2025-10-31,751,69,12,4,1.81389, 315.10 ,112249.12
7716,2026-02-19,2061,19,10,6,1758.9,,101.75171
7723,2026-02-06,2386,53,8,2,334.11,,31098.89
7735,2025-05-14,1287,6,2,12,47966.0,"98,84",76427.83
7741,2025-04-04,2556,2,4,1,1058.52, 249.63 ,47109.0
7742,2025-03-19,817,14,13,6,1157.23,"117,40",70803.17
7751,2025-02-25,2157,69,10,7,1666.53,-,73854.29
7758,2025-10-25,1042,25,12,7,1393.38,,115.17028
7764,2025-04-28,2072,6,12,9,, 271.82 ,25.63455
7768,2025-07-18,439,9,9,11,,111.35,236830.32
7776,2025-07-15,2674,47,3,4,67.15,,3859.05
7779,2025-07-15,1205,39,13,8,44623.0,38.26,49929.74
7780,2025-09-21,739,49,4,11,1.00126,,99085.47
7783,2025-05-21,2633,71,10,9,,70.22,82356.42
7787,2025-09-01,2321,40,15,1,1903.24,238.69,380620.42
7792,2025-06-30,1161,59,8,12,1557.36, 242.40 ,280576.71
7798,2025-02-10,2645,52,10,6,533.6, 131.61 ,12.96522
7809,2026-02-17,1841,64,11,4,1664.79,,309652.03
7811,2025-09-20,410,76,4,3,957.75,51.33,60526.39
7822,2025-03-17,163,71,14,9,243.03,20.92,42468.27
7831,2025-07-02,1116,38,4,2,26946.0,22.87,42538.35
7832,2025-09-23,987,12,11,9,826.53,134.36,121739.21
7839,2025-05-25,1385,40,13,10,1746.62,372.88,238148.16
7849,2025-04-29,1527,4,10,8,1848.92,,92562.71
7857,2025-01-11,1025,20,2,1,1906.67, 322.13 ,253441.09
7872,2025-01-13,2461,78,2,6,1913.99,"445,76",101.84311
7882,2025-09-15,2658,63,11,1,81967.0, 173.61 ,51.65898
7884,2025-12-01,1098,50,15,1,953.53,192.45,120652.16
7886,2026-02-15,2150,53,5,4,1693.35,323.51,49058.45
7887,2025-07-06,472,6,2,6,221.37,,6432.36
7892,2025-01-22,510,2,6,9,1.81236, 235.24 ,52654.04
7896,2025-02-03,580,71,14,11,546.86,"63,89",60248.05
7898,2026-01-26,877,29,14,8,922.23,,151157.74
7905,2025-09-18,2853,25,14,1,1887.5,,164484.96
7913,2025-09-22,511,15,3,4,386.16,37.04,26392.37
7916,2025-03-15,2729,76,9,10,59441.0, 49.87 ,12018.01
7924,2025-01-02,33,59,8,9,726.7,81.96,21.45547
7939,2025-11-12,2918,59,7,1,1357.27,164.23,189064.45
7942,2025-04-16,2091,79,1,1,1757.41,"217,43",133262.19
7948,2025-01-10,2912,18,13,5,-1840.08,-,58263.11
7949,2025-12-02,1406,55,3,6,607.07,49.30,102093.85
7952,2025-06-27,99,20,11,7,1.47053,,151297.48
7957,2025-02-19,385,60,12,9,, 179.92 ,67256.19
7958,2025-08-09,4,24,14,11,,"317,65",227205.12
7965,2025-05-10,524,54,1,3,1464.31,132.35,100867.29
7980,2025-03-03,437,2,7,1,111.0,,16755.58
7984,2025-10-25,2000,10,2,9,872.9,61.75,139250.8
7996,2026-01-30,2952,70,8,11,1193.08, 177.76 ,78.11444
8006,2025-03-19,612,76,15,5,644.82,66.99,39111.94
8019,2025-05-07,1453,65,3,8,208.75,19.08,18345.43
8025,2025-12-26,1262,49,14,8,96844.0,,179686.77
8026,2025-06-18,380,22,15,4,88542.0,99.56,119240.28
8040,2025-03-12,2044,73,11,4,275.48, 18.30 ,42.6839
8047,2025-07-06,2624,73,5,1,1235.58, 265.99 ,102239.47
8049,2025-01-23,2718,74,10,3,,39.99,103195.46
8053,2025-12-18,2724,13,3,4,,-,68101.51
8054,2025-09-28,2979,39,6,6,787.17,61.79,114756.16
8057,2025-06-24,1794,56,9,1,1224.1,227.61,242036.61
8058,2025-12-11,2435,15,15,11,1.16902, 198.04 ,173348.54
8061,2026-02-08,587,39,10,11,1927.09,,132886.74
8068,2025-01-26,2884,25,7,5,1471.74,258.35,60940.63
8070,2025-08-11,520,60,7,8,1337.68,"117,17",99.00325
8071,2025-02-23,1364,32,8,2,1934.02,"420,11",52353.72
8086,2025-09-22,1760,45,3,5,97472.0,,153.69218
8087,2025-12-02,1045,1,2,3,778.92,,32436.01
8091,2025-04-22,1703,71,1,3,76147.0,163.82,105013.88
8096,2025-02-10,681,9,12,2,432.85,34.56,77556.24
8098,2025-02-03,615,4,5,11,1145.38,64.35,139609.95
8111,2025-09-04,1799,95,3,3,1029.76,100.30,67201.04
8115,2025-05-02,2045,26,5,8,1534.57,"370,71",120252.45
8116,2025-06-27,806,30,12,11,1386.78,101.80,119981.42
8119,2025-05-17,2756,73,6,5,1379.25,289.41,75959.36
8121,2025-10-29,2546,56,15,10,1946.81,,211.50481
8126,2025-05-13,1803,70,3,3,1571.96,375.81,221121.8
8129,2025-08-11,280,4,14,9,186.38,"20,11",26393.39
8136,2025-04-19,2416,34,1,4,868.71,,50.83175
8138,2025-08-25,1346,43,12,9,,-,230.12363
8152,2025-11-07,440,34,13,1,1.56313, 172.64 ,111607.12
8154,2026-01-14,2466,55,3,11,1.84774, 251.87 ,312896.4
8166,2025-06-05,2975,1,10,6,,,216246.55
8168,2025-02-10,669,41,7,11,557.91, 84.50 ,70972.59
8169,2025-10-31,1947,47,8,4,1.15026,144.31,62764.15
8176,2025-07-07,1930,8,5,10,276.89,32.15,43940.52
8184,2025-07-18,1748,46,9,12,264.88, 19.85 ,12522.84
8191,2025-06-02,1866,22,2,4,99544.0,"76,89",104455.73
8202,2026-02-13,1148,11,9,11,,"63,62",28187.33
8218,2025-10-17,1038,43,10,9,159.85,11.14,14346.76
8221,2025-03-05,1133,23,11,5,0.0,"301,46",102799.55
8229,2025-06-06,2772,42,8,8,,,143940.86
8233,2025-04-02,1285,28,13,10,505.34,"31,31",27258.18
8237,2025-05-19,2387,59,12,5,,,217.40514
8243,2026-01-02,1223,46,9,1,979.41,"155,44",160.36404
8254,2026-02-14,1888,68,5,6,49876.0,59.81,39767.88
8260,2025-04-05,2636,56,2,3,1389.28,"244,94",194.51137
8265,2025-03-27,761,68,4,5,,55.66,68051.39
8280,2026-01-23,899,12,14,11,1806.88,-,77.98393
8289,2025-01-22,1298,9,2,12,1.88228,208.31,364796.57
8305,2026-01-27,2272,9,3,6,437.89,"58,65",31919.08
8321,2025-10-10,1513,60,5,3,1.6622,243.32,142443.48
8330,2025-07-03,2543,34,14,11,1266.89,216.64,162382.7
8331,2025-10-21,1285,5,13,2,, 161.71 ,173936.48
8335,2025-05-30,1943,54,13,5,1.26836,102.68,178705.4
8336,2026-01-07,42,77,10,12,428.86,70.20,25725.67
8352,2025-06-14,582,23,5,7,,275.76,358.7028
8354,2025-10-16,902,40,15,1,1.08655, 264.20 ,190.58171
8363,2025-03-03,776,68,14,8,910.89, 183.23 ,75020.8
8364,2025-12-28,880,50,6,9,1495.46,131.67,122909.84
8375,2025-05-24,2225,60,2,4,559.24, 31.61 ,41779.08
8379,2025-02-18,2532,6,14,5,1554.89, 120.39 ,122398.69
8384,2025-10-21,1912,68,7,12,1722.52,319.65,145763.58
8395,2025-12-22,53,25,10,8,-504.22,110.47,75223.24
8396,2025-01-28,1874,66,6,3,33774.0,"24,41",57014.04
8417,2025-08-21,1330,60,2,1,113.85,"10,98",17932.88
8422,2026-01-21,2079,16,12,12,,,115192.61
8423,2025-06-29,2318,49,13,6,1636.15,397.75,158167.78
8427,2025-10-02,2021,18,9,10,1029.21,"156,01",118500.29
8434,2025-12-20,2392,71,3,4,1981.84,-,89758.0
8438,2025-04-26,2552,53,9,1,, 92.82 ,22428.41
8442,2025-04-11,285,59,11,12,39844.0,"98,41",24571.07
8448,2025-09-04,953,14,10,4,446.69, 57.27 ,30367.13
8463,2025-04-01,628,18,4,11,927.3, 90.55 ,96.08365
8464,2025-12-19,834,61,7,7,277.12,66.13,52548.68
8469,2025-04-21,712,18,7,4,71621.0,,94775.46
8472,2026-02-17,1570,5,14,7,, 172.82 ,100933.01
8480,2025-11-23,2812,9,7,5,-78.75,,2785.68
8487,2026-01-31,1034,3,15,9,1075.83,76.66,193155.56
8505,2025-06-21,496,56,2,7,55277.0,134.10,52674.26
8514,2025-08-15,2153,69,15,3,138.74,,10.11088
8517,2025-08-14,833,24,6,6,242.82,,15386.32
8526,2026-01-29,1619,68,15,5,1451.74,,282775.84
8535,2025-04-13,988,17,15,3,798.41, 87.18 ,117843.47
8545,2025-07-21,1541,60,12,7,1.13518,89.53,198780.84
8546,2025-07-20,2941,71,11,6,490.32,"41,50",19833.55
8548,2025-02-19,814,74,15,11,, 341.06 ,246398.57
8549,2025-01-10,1203,8,6,2,1451.3,-,157225.79
8554,2025-09-14,3713,47,3,4,,"86,43",73.39952
8564,2025-09-11,601,68,3,3,85849.0,196.89,138369.78
8565,2025-12-24,2565,69,2,11,82.27, 8.57 ,15089.09
8572,2026-02-07,868,53,13,3,71596.0,174.25,36020.36
8574,2025-10-01,2815,21,5,7,143.77, 27.96 ,5.52923
8582,2025-04-27,976,47,3,5,990.59,,140.01565
8584,2025-01-01,1761,72,1,7,1.66381,"117,82",78426.18
8588,2025-07-17,858,75,14,7,1689.16,110.21,148178.28
8590,2025-01-19,131,68,5,1,501.63,,18.82369
8593,2025-06-11,81,19,13,5,1672.62,"260,00",196.30935
8594,2025-09-10,100,26,11,7,1803.31,-,74137.44
8605,2025-04-21,2437,37,3,3,1.23676,"191,42",106393.56
8609,2025-05-30,616,61,10,5,81093.0,186.74,146126.68
8613,2025-09-11,14,78,3,2,1117.02,-,153.95703
8615,2025-03-11,1047,58,14,2,, 13.93 ,3380.44
8617,2025-02-12,370,19,11,5,836.19,42.31,142592.12
8623,2025-08-16,1040,20,9,5,346.5,25.02,46554.6
8636,2025-08-10,2480,80,10,3,1794.11, 108.43 ,265077.46
8639,2025-07-06,1734,8,2,8,-1.22578,189.68,29.47791
8648,2025-08-25,2165,8,2,2,1512.41, 154.23 ,263432.55
8650,2025-02-23,1513,49,5,11,561.1,"44,66",53734.46
8657,2025-11-27,148,29,8,11,188.83,42.93,29871.67
8665,2025-03-15,1576,4,1,6,84976.0,1236.48,123904.31
8672,2025-03-17,2024,16,6,5,1955.44,,210626.8
8678,2025-10-19,2547,46,9,11,,,17037.07
8685,2025-04-21,2029,56,6,7,1.36764,"129,42",35.99214
8686,2025-04-08,424,17,2,6,658.39, 55.92 ,102120.54
8696,2025-04-16,1403,25,10,5,177.55,"12,67",11971.02
8705,2025-07-18,2653,1,8,6,1359.52,"70,26",91078.8
8714,2026-02-17,1464,78,1,11,1691.5, 241.14 ,308952.56
8715,2026-01-21,1775,72,12,9,,"277,34",38.94614
8716,2025-07-29,1095,56,10,12,1.17347,,42732.65
8718,2025-01-18,1106,77,4,2,5371.0,"3,24",2526.97
8725,2025-11-11,2937,44,13,4,,169.18,96286.25
8728,2025-07-01,2399,21,8,10,1891.16,"363,78",93157.7
8736,2025-12-09,399,16,12,2,721.5,167.97,24353.2
8740,2025-04-15,1679,76,9,12,1134.09, 245.66 ,110405.94
8743,2025-09-11,598,38,5,3,,85.99,104543.85
8754,2025-03-23,129,19,12,2,1671.73, 243.93 ,272955.42
8770,2025-05-02,134,68,2,8,276.02,52.69,32.84343
8780,2025-11-24,1100,11,15,7,834.18,,50.70535
8792,2025-12-08,1915,31,14,11,779.82,167.98,92022.91
8806,2025-01-21,2142,30,10,8,1157.06, 181.51 ,34538.8
8836,2025-01-04,893,15,13,2,599.52,,105614.56
8837,2025-10-05,1465,11,8,2,1174.08, 93.31 ,73445.75
8844,2026-01-01,2358,2,12,12,1306.71,,86655.44
8845,2025-10-09,856,47,2,10,972.27, 224.23 ,41982.79
8856,2025-09-29,859,64,5,11,703.48,57.66,54985.84
8859,2025-06-07,2312,20,15,4,356.12,"21,98",30653.68
8869,2025-06-11,201,19,4,3,1.11455,"257,71",110247.83
8884,2025-02-21,978,75,15,3,96705.0,192.69,184090.57
8885,2025-01-17,2533,41,9,9,297.21,63.64,15411.67
8895,2025-05-08,1640,26,1,12,824.86,89.06,17141.27
8916,2025-11-11,1469,33,9,7,,193.29,40980.15
8923,2025-04-26,3565,14,12,7,1.20461,214.14,114466.21
8926,2025-08-24,2888,5,6,1,72598.0,,62728.14
8928,2026-01-08,164,24,2,9,,133.28,110022.28
8930,2025-03-05,169,58,8,5,133.75,"14,40",8.16527
8937,2025-06-17,2639,80,2,7,,207.00,175.97018
8941,2025-01-10,1901,26,13,10,1145.78,,189670.52
8952,2025-09-18,225,34,4,5,,46.30,68251.73
8957,2025-05-14,59,59,9,3,1617.96,351.48,206418.66
8960,2025-01-04,906,61,5,1,,"13,07",7621.26
8968,2025-04-26,1746,35,14,5,196.76, 17.79 ,17.00722
8970,2026-01-14,2522,58,14,4,281.25,49.09,20653.16
8975,2025-11-11,650,3,9,11,1545.73,-,96.77225
8976,2025-04-16,1784,70,12,1,338.19, 57.06 ,40943.89
8988,2025-05-23,1383,75,4,12,60509.0,,17858.68
9010,2025-07-03,137,12,2,7,1904.1,,83.49393
9017,2025-01-16,360,4,13,10,1.22357,292.01,219890.95
9035,2025-09-20,582,9,15,1,813.31,,62070.79
9037,2025-04-17,2868,55,6,10,466.52,,60960.05
9051,2025-03-27,110,61,13,7,1117.03,"111,16",208.8635
9059,2025-06-03,1296,71,4,6,135.62,7.43,7679.33
9060,2025-10-03,3592,5,3,6,329.67, 30.37 ,53331.27
9068,2025-04-12,1635,26,4,12,, 33.15 ,35682.06
9071,2025-12-30,2682,109,7,5,1777.07,"383,93",230477.18
9081,2025-08-17,2826,72,3,3,86295.0,114.75,20.14427
9087,2025-11-06,453,76,2,4,1.67866,,280.12789
9097,2025-06-16,596,72,6,8,947.69,,48610.81
9099,2025-06-01,2159,36,13,11,1.50984,"165,30",97176.42
9112,2025-06-24,174,37,3,9,1121.42,60.92,113.0123
9113,2025-02-23,574,17,4,1,235.12,16.64,10386.56
9116,2026-02-04,457,48,12,2,801.86,51.54,37812.55
9119,2025-08-16,477,34,13,2,176.46,41.07,29545.9
9123,2026-01-30,2954,2,4,6,1748.21,,270.42077
9130,2025-05-04,2263,3,2,12,1626.19,394.58,302911.01
9131,2025-03-10,2539,20,13,10,79098.0,"97,76",144.77448
9133,2026-02-09,2434,43,3,7,1.75245,,280650.05
9134,2025-05-17,1734,13,8,5,60819.0,118.67,98468.29
9141,2025-07-11,2148,6,13,12,1223.92, 292.86 ,147.75299
9146,2025-04-16,467,17,14,7,1748.65,364.72,330587.9
9154,2025-05-30,2202,39,15,11,,202.40,28524.69
9172,2025-11-29,1569,16,14,1,1554.98,100.73,113.18915
9194,2025-02-01,1276,13,13,4,35227.0,75.93,14791.08
9201,2025-11-28,2623,2,7,4,1.03423,,64826.16
9203,2025-05-31,1540,46,2,5,1578.88,-,114953.43
9205,2026-01-20,1335,20,8,4,,"71,72",74865.68
9215,2025-08-31,480,8,13,6,1966.7,"469,20",169042.79
9228,2025-07-19,57,79,11,2,764.16, 111.69 ,64152.41
9229,2026-01-08,1358,27,4,12,, 291.43 ,180.59593
9233,2025-03-14,1353,59,3,6,428.31,25.54,73368.43
9254,2025-07-08,2453,3,8,3,986.84, 234.94 ,76500.98
9264,2026-02-01,2033,34,7,10,1618.04,"134,58",136.844
9271,2025-10-12,26,11,2,7,35466.0, 25.86 ,35502.76
9274,2025-04-02,2836,71,13,4,1.73877,"111,03",326.38456
9275,2025-05-11,2077,39,14,3,,"94,92",56347.77
9284,2025-09-06,150,80,6,1,1520.45,"229,75",96245.63
9291,2025-01-09,1980,68,11,10,1298.65, 1651.30 ,139.50846
9292,2025-01-13,682,45,15,11,1185.96,"282,52",54668.75
9300,2025-08-13,1202,67,15,1,471.33,64.33,71054.51
9301,2025-09-19,2686,40,3,12,1624.87,"241,25",196285.51
9303,2025-04-20,82,58,8,10,591.9,83.73,20.71444
9304,2026-01-07,290,71,5,3,1857.47,-,194.31093
9307,2025-05-03,2718,57,5,1,1198.34, 175.79 ,85176.93
9309,2026-02-11,3502,2,5,1,458.39,"104,71",22.46144
9315,2025-05-15,480,57,2,3,1720.11,,63.90349
9324,2025-02-27,58,9,3,1,,,178047.32
